source,target,weight
pick up cutlery,put down washing up liquid,1
pick up fork,put down washing up liquid,2
put down washing up liquid,wash fork,7
put down saucepan,put down washing up liquid,4
move tap,put down washing up liquid,9
pick up scissors,put down washing up liquid,3
rinse sponge,wash glass,27
rinse sponge,wash knife,59
pick up fork,rinse sponge,35
rinse sponge,wash fork,33
squeeze sponge,wash glass,21
pick up tea towel,put down cutting board,2
pick up tea towel,put down bowl,26
pick up glass,pick up tea towel,2
pick up tea towel,wash glass,3
pick up knife,pick up tea towel,55
pick up tea towel,wash knife,5
pick up cutlery,pick up tea towel,1
pick up fork,pick up tea towel,22
pick up tea towel,wash fork,1
put down bowl,wash glass,6
pick up cutlery,put down bowl,27
put down bowl,wash fork,4
pick up cutting board,wash glass,11
pick up cutlery,pick up cutting board,9
pick up cutlery,put down cutting board,14
close cupboard,wash fork,22
pick up sponge,wash fork,20
pick up glass,wash fork,43
pick up fork,wash glass,4
pick up cutlery,pick up fork,9
pick up cutlery,wash fork,6
pick up fork,put down saucepan,1
put down saucepan,wash fork,1
pick up spoon,put down saucepan,16
pick up sponge,put down saucepan,13
move tap,take plate,8
move tap,put down plate,51
pick up sponge,take plate,16
pick up knife,take plate,8
pick up cheese,put down bowl,30
pick up cheese,pick up cutlery,5
pick up cutlery,wash bowl,4
pick up cutlery,wash plate,22
pick up cutlery,put down saucepan,3
move tap,pick up spoon,19
move tap,wash bowl,1
move tap,pick up plate,68
move tap,wash plate,38
pick up plate,wash bowl,6
put down saucepan,wash bowl,2
pick up plate,put down saucepan,21
close lid,pick up tupperware,4
close lid,pick up lid,22
close lid,pick up pan,7
move tap,pick up pan,18
pick up pan,pour salt,27
close lid,pick up mug,3
move tap,pick up mug,9
pick up mug,wash hands,37
pick up mug,turn off tap,107
dry hands,pick up mug,13
pick up cheese,pick up mug,1
pick up mug,pick up salt,1
pick up mug,pour salt,1
close lid,pick up spoon,35
close lid,move tap,2
close lid,wash hands,9
move tap,wash hands,14
pick up salt,pour salt,62
pick up scissors,turn on hob,4
pick up plates,turn on hob,5
pick up bowl,turn on hob,29
pick up cutlery,turn on hob,4
pick up kettle,pick up plates,1
pick up kettle,pick up kettle,11
pick up plates,turn on tap,35
pick up bowl,pick up plates,20
move tap,put down lid,25
move tap,put down glass,63
move tap,pick up glass,51
open bottle,pick up glass,23
pick up cup,wash knife,2
pick up cup,wash fork,2
wash bowl,wash fork,9
pick up scissors,wash fork,7
move tap,take knife,4
pick up sponge,take knife,4
pick up tupperware,take plate,2
pick up tupperware,take knife,1
put down saucepan,wash hands,4
pick up cheese,wash hands,6
pick up cutlery,put down plate,40
rinse sponge,wash plate,50
pick up baking tray,turn on tap,39
close cupboard,pick up baking tray,28
pick up cutting board,pick up tupperware,1
move tap,rinse sponge,54
move tap,pick up baking tray,4
move tap,open oven,9
close oven,move tap,2
move tap,wash knife,6
move tap,pick up fork,10
move tap,wash fork,3
pick up baking tray,turn off tap,33
open oven,pick up baking tray,49
close oven,pick up baking tray,29
pick up baking tray,pick up sponge,25
pick up baking tray,squeeze sponge,2
pick up baking tray,pick up knife,30
pick up baking tray,wash knife,9
pick up baking tray,pick up fork,3
pick up baking tray,wash fork,5
open oven,wash knife,12
open oven,wash fork,5
close oven,wash knife,7
close oven,wash fork,3
wash fork,wash fork,20
pick up washing up liquid,wipe counter,1
open oven,pick up washing up liquid,8
close oven,pick up washing up liquid,6
move tap,wipe counter,1
move tap,wash glass,11
pick up fork,wipe counter,2
wash fork,wipe counter,1
put down sponge,wash fork,12
pick up cutlery,put down glass,60
pick up fork,wash plate,12
pick up plate,put down glass,143
turn off tap,wash glass,45
open oven,wash plate,12
open oven,pick up tupperware,1
close oven,pick up tupperware,1
close cupboard,take fork,84
open oven,turn off hob,6
close oven,turn off hob,4
pick up bag,put plate,1
pick up bag,put glass,1
close container,turn on hob,1
open lid,turn on hob,18
close lid,turn on hob,11
open container,pick up glass,20
close container,pick up glass,25
pick up kettle,pour salt,1
pour water,stir food,11
pick up plates,stir food,3
pick up pan,pick up plates,12
pick up plates,turn off hob,3
put knife,turn on tap,33
put lid,turn on tap,28
put glass,turn on tap,17
stir pan,turn on tap,17
move tap,put knife,2
move tap,put lid,4
put lid,wash plate,5
pour water,wash plate,12
pour water,put plate,69
pour water,wash glass,10
pour water,put glass,42
pour water,wash pan,5
pour water,wash fork,2
pour water,wash knife,10
pour water,put knife,22
pour water,pour water,54
pour water,turn on hob,6
pour water,stir pan,6
close cupboard,pour water,19
pour salt,pour water,7
close lid,pour water,7
put glass,wash plate,13
put glass,wash pan,4
wash fork,wash pan,4
turn on hob,wash pan,4
stir pan,wash pan,5
put lid,wash pan,2
close bottle,wash pan,6
pour salt,wash pan,3
close lid,wash pan,1
close fridge,wash pan,10
put plate,wash pan,1
put glass,wash fork,3
put knife,rinse hands,5
dry hands,put knife,13
stir pan,turn off tap,11
dry hands,stir pan,9
stir pan,turn on hob,7
put plate,turn on hob,2
open cupboard,stir pan,79
close cupboard,stir pan,25
put lid,stir pan,2
open bottle,stir pan,4
open fridge,stir pan,37
close bottle,stir pan,4
pour salt,stir pan,1
close lid,stir pan,1
close fridge,stir pan,22
put plate,stir pan,1
close lid,put lid,11
close bottle,pour salt,5
close bottle,close lid,8
close lid,pour salt,3
pour salt,put plate,1
close lid,put plate,4
open lid,pour water,17
open lid,rinse bowl,1
move tap,open lid,1
put lid,take saucepan,4
put down saucepan,put lid,2
put down lid,put lid,3
put lid,turn off hob,2
put lid,rinse sponge,7
put lid,rinse bowl,2
pick up lid,take saucepan,5
put spoon,take saucepan,9
put down saucepan,put spoon,1
put spoon,turn on tap,39
pour water,put down lid,17
pour water,turn off hob,3
turn off hob,wash spoon,5
put spoon,turn off hob,2
put bowl,turn off hob,2
clean sink,turn off hob,1
rinse bowl,turn off hob,1
move tap,turn off hob,2
pour water,wash spoon,3
pour water,put spoon,12
pour water,rinse sponge,23
clean sink,pour water,2
move tap,pour water,6
rinse bowl,wash spoon,6
move tap,wash spoon,3
put spoon,rinse sponge,18
put spoon,rinse bowl,2
move tap,put spoon,1
dry hands,put spoon,14
put bowl,rinse sponge,33
move tap,put bowl,3
clean sink,turn on tap,38
clean sink,rinse sponge,66
clean sink,rinse bowl,3
clean sink,move tap,24
clean sink,turn off tap,32
clean sink,dry hands,21
clean sink,open fridge,11
clean sink,close fridge,10
move tap,rinse bowl,6
move tap,shake hands,34
pick up bottle,pour water,32
pick up bottle,pick up bottle,69
open cupboard,open dishwasher,102
close dishwasher,open cupboard,71
open dishwasher,put spoon,1
close bag,open dishwasher,4
open bag,open dishwasher,5
open dishwasher,put down pan,6
close bag,put spoon,8
put down pan,put spoon,4
pick up pan,put down oil,15
close dishwasher,pick up pan,9
open container,pick up pan,7
open dishwasher,pick up pan,9
pick up oil,turn on hob,14
pick up bag,put down oil,4
close dishwasher,close drawer,37
close drawer,rinse lid,24
close drawer,open dishwasher,39
close bag,close dishwasher,1
close dishwasher,open bag,6
close dishwasher,turn on tap,46
close dishwasher,pick up knife,20
close dishwasher,dry hands,7
close dishwasher,pick up spoon,32
close dishwasher,close dishwasher,11
close dishwasher,pick up bowl,24
close dishwasher,put down bowl,17
close dishwasher,open fridge,37
close dishwasher,pick up chopping board,18
close dishwasher,put down chopping board,6
close dishwasher,wash hands,30
close dishwasher,open drawer,63
close cupboard,close dishwasher,24
close dishwasher,put down knife,8
close dishwasher,put lid,3
close dishwasher,pick up salt,2
close dishwasher,pour salt,4
close dishwasher,put down salt,2
close dishwasher,put down spoon,11
close dishwasher,pick up lid,3
close dishwasher,turn on hob,5
close dishwasher,pick up oil,2
close dishwasher,put down oil,1
close dishwasher,rinse knife,2
close dishwasher,turn off tap,47
close dishwasher,pick up fork,17
close dishwasher,rinse lid,5
close dishwasher,put down bag,2
close dishwasher,open container,4
close dishwasher,open dishwasher,62
pick up knife,pour salt,21
open dishwasher,pick up knife,35
pick up chopping board,pour salt,1
pick up chopping board,put down oil,2
pick up chopping board,turn off tap,73
pick up chopping board,turn on tap,84
pick up chopping board,rinse lid,2
pick up chopping board,put down bag,2
open container,pick up chopping board,3
open dishwasher,pick up chopping board,22
put down chopping board,wash hands,8
dry hands,put down chopping board,7
put down chopping board,put lid,1
pour salt,put down chopping board,1
pick up oil,put down chopping board,4
put down chopping board,put down oil,2
put down chopping board,turn off tap,40
put down chopping board,turn on tap,39
put down chopping board,rinse lid,2
open bag,put down chopping board,3
put down bag,put down chopping board,3
open container,put down chopping board,3
open dishwasher,put down chopping board,6
put down knife,put lid,7
pick up oil,put down knife,21
put down knife,rinse lid,14
open dishwasher,put down knife,16
put down salt,put lid,1
put down spoon,put lid,4
put down oil,put lid,1
put lid,wash hands,8
put down bag,put lid,1
open container,put lid,2
open dishwasher,put lid,3
pick up spoon,pour salt,15
pick up lid,put down oil,15
open dishwasher,pick up lid,6
rinse knife,turn on hob,7
pick up oil,wash hands,9
pick up oil,rinse knife,1
rinse lid,turn off tap,69
open dishwasher,turn off tap,58
rinse lid,turn on tap,75
open dishwasher,turn on tap,57
rinse lid,wash hands,8
open dishwasher,wash hands,27
dry hands,rinse lid,9
dry hands,open dishwasher,6
open drawer,rinse lid,41
open dishwasher,open drawer,90
pick up fork,rinse lid,4
pick up fork,put down bag,1
open container,pick up fork,2
open dishwasher,pick up fork,24
rinse lid,rinse lid,16
open bag,rinse lid,7
put down bag,rinse lid,3
open fridge,rinse lid,11
open container,rinse lid,8
open dishwasher,rinse lid,6
open dishwasher,pick up spoon,33
open dishwasher,put down bag,2
open dishwasher,open fridge,43
open container,open dishwasher,4
open cupboard,open microwave,94
move pan,open dishwasher,6
move pan,put bowl,2
close dishwasher,move pan,5
move pan,pick up onion,12
move pan,peel onion,3
move pan,pick up bag,8
move pan,open container,2
move pan,put down chopping board,5
close fridge,open dishwasher,31
close dishwasher,close fridge,20
open dishwasher,put bowl,3
open bottle,open dishwasher,1
open dishwasher,pick up onion,18
open dishwasher,peel onion,13
close dishwasher,put bowl,2
open bottle,put bowl,12
close dishwasher,open bottle,1
close dishwasher,pick up onion,14
close dishwasher,peel onion,7
open bottle,pick up onion,3
close cupboard,open microwave,41
pick up bag,pick up spoon,18
open microwave,pick up knife,3
open container,pick up bag,6
open microwave,pick up bag,2
open container,open microwave,1
open microwave,pick up onion,1
open drawer,open microwave,51
pick up spatula,wash knife,8
pick up baking tray,pick up spatula,31
open microwave,pick up spatula,7
open dishwasher,pick up spatula,29
close dishwasher,pick up spatula,19
pick up spatula,wipe counter,2
pick up baking tray,put down knife,28
pick up baking tray,rinse knife,10
move pan,pick up baking tray,5
open freezer,open microwave,11
close drawer,open microwave,15
open microwave,wash hands,25
open dishwasher,open microwave,15
open microwave,pick up tupperware,4
open microwave,pick up bowl,17
close dishwasher,open microwave,8
open microwave,turn off hob,4
open microwave,wipe counter,1
open microwave,pick up cutlery,1
open microwave,pick up fork,1
open microwave,turn off tap,24
open microwave,wash knife,5
open microwave,put down sponge,1
close tap,open microwave,7
open microwave,put down bowl,12
open microwave,pick up spoon,1
open dishwasher,pick up tupperware,11
open dishwasher,pick up bowl,29
open dishwasher,open dishwasher,13
open dishwasher,turn off hob,5
close cupboard,open dishwasher,30
open dishwasher,wipe counter,6
open dishwasher,pick up cutlery,3
open dishwasher,wash knife,7
open dishwasher,put down sponge,6
close tap,open dishwasher,4
open dishwasher,put down bowl,17
close dishwasher,pick up tupperware,3
pick up tupperware,turn off hob,2
close dishwasher,turn off hob,4
pick up tupperware,wipe counter,1
close dishwasher,pick up cutlery,4
pick up cutlery,put down sponge,20
close dishwasher,wash knife,5
close dishwasher,put down sponge,8
close dishwasher,close tap,2
close tap,turn off tap,34
open dishwasher,rinse hands,8
open dishwasher,pick up plate,9
open dishwasher,put down plate,8
open dishwasher,put down fork,3
open dishwasher,turn on hob,7
pick up onion,rinse hands,14
peel onion,rinse hands,16
peel onion,pick up plate,3
peel onion,put down fork,2
pick up onion,pick up plate,10
pick up onion,put down plate,8
pick up onion,put down fork,5
pick up fork,turn on hob,2
pick up oil,turn off hob,3
pick up chopping board,turn off hob,4
rinse spoon,turn off hob,2
pick up salt,turn off hob,6
pick up chopping board,stir pan,28
close drawer,stir pan,34
stir pan,stir pan,73
open dishwasher,stir pan,9
close dishwasher,stir pan,8
open dishwasher,rinse spoon,4
open dishwasher,wash spoon,4
open dishwasher,pick up salt,1
open dishwasher,pick up oil,1
pick up spoon,stir pan,25
pick up oil,pick up spoon,14
close dishwasher,rinse spoon,4
close dishwasher,wash spoon,1
rinse spoon,stir pan,4
pick up oil,rinse spoon,1
pick up salt,wash spoon,13
stir pan,wash spoon,5
pick up oil,wash spoon,1
pick up salt,stir pan,5
pick up oil,stir pan,9
peel onion,turn on hob,3
peel onion,put down spatula,10
peel onion,pick up pasta,1
peel onion,stir potatoes,8
peel onion,stir pan,12
peel onion,put down saucepan,1
peel onion,turn off hob,2
close bag,peel onion,3
peel onion,pick up oil,2
peel onion,pick up fork,2
pick up pasta,put down spatula,2
put down spatula,stir pan,7
pick up pasta,pick up spoon,27
pick up pasta,stir potatoes,1
pick up pasta,wash hands,2
pick up pasta,stir pan,3
stir pan,stir potatoes,3
stir pan,wash hands,11
put down saucepan,stir pan,4
open freezer,put down saucepan,2
close bag,put down saucepan,1
put down saucepan,stir potatoes,4
pick up pan,put down saucepan,10
close bag,pick up spatula,2
open freezer,stir pan,9
close bag,stir pan,16
stir potatoes,turn off hob,5
open fridge,stir potatoes,4
pick up oil,put down spatula,1
pick up oil,stir potatoes,2
put down oil,stir potatoes,3
close bag,wash knife,3
close bag,turn off hob,8
open freezer,wash knife,3
pick up bag,stir pan,9
pick up bag,wash knife,7
pick up bag,turn off hob,4
pick up plate,stir pan,4
rinse plate,stir pan,4
pick up knife,stir pan,32
stir pan,wash knife,4
pick up lid,wipe counter,1
pick up lid,take pan,5
put lid,wipe counter,5
put lid,take pan,6
pick up tupperware,take pan,1
pick up plates,pick up spatula,9
pick up lid,pick up plates,16
pick up mug,put down spoon,5
pick up mug,pick up washing up liquid,11
pick up mug,put down washing up liquid,7
pick up mug,turn on tap,121
